,id,airline,date,location,rating,cabin,value,recommended,review,feeling
843,10844,United Airlines,18-May-14,USA,6,Business,3,NO,Both coming from and going to our destination the check in staff were very rude and difficult to work with. We've always been around 50 pounds for our checked bags sometimes a little over sometimes less and most airlines don't care as long as you're close enough. Not United - it's 50 lbs exactly or they won't take your bags. Their check in staff are normally pretty unhappy and rude. What makes it even more ridiculous is most people just shift the weight to their carry-ons - meaning the airplane is still carrying the exact same amount of weight.,normal
844,10845,United Airlines,17-May-14,USA,4,Economy,1,NO,I recently flew from SFO to Cancun and back. First off I had to pay for poor entertainment offered inflight when other airlines offer better entertainment for free. I mean I paid for movies that I can't even pause when I use the restroom (ridiculous). Secondly no food was served for this long flight. Even some chips or light snacks would have helped. Thirdly the seats were meh I have had better seats. It is a forgettable experience except for the bad parts like the entertainment system. If given the chance I will not fly United again.,normal
845,10846,United Airlines,17-May-14,USA,6,Premium,1,YES,UA838 BKK-NRT Biz class. Flight was packed. Wonder why UA would discontinue BKK with the planed loaded with passengers. Laid flat seat. Sat on the upper deck near the cockpit. UA Biz were pretty crowded. Food was mediocre. Breakfast choices were Thai noodle or omelette. Grilled sandwich prior to landing was delicious.,normal
846,10847,United Airlines,17-May-14,UK,6,First Class,4,YES,UA79 EWR-NRT Biz-First. This is a long haul flight about 14 hours on a Boeing Dreamliner with staggered seats. Would have been nice for privacy but unfortunately seated next to a guy who had cold and sneezed around most of the time. Mid flight snack placed in the galley was minimum. When I went there most were gone. Toilet was poorly stocked with only 1 liquid soap bottle. Flight crews were nice. Amenity kit came in a lousy tin can but it is said to be a collectible one.,normal
847,10848,United Airlines,17-May-14,USA,8,Economy,5,YES,UA29 14/03/14. Friday evening departure from Newark and the airport was busy however the check in and bag drop facility was well organised so wasn't queuing long. Onboard the flight the 777 was full so it did feel quite claustrophobic the seats were not very comfortable but the legroom was ample. The flight only took 6 hours 15 minutes but the cabin crew were friendly and worked really hard and managed the meal service and two drinks runs before turning the lights off. Breakfast was served an hour and half before landing and consisted of a warm croissant and a small fruit salad. The flight landed ahead of schedule in to Heathrow and I was again fairly impressed with United.,happy
848,10849,United Airlines,17-May-14,USA,1,Business,4,NO,UA 468 SFO-PHX First Class. UA 1265 PHX-EWR First class. Typical domestic UA first which is nothing more than a bigger seat and free food. Ordered SW Chicken salad but got tasty beef with noodle instead. First class fare is not reasonable. If purchased separately way too expensive for what you get.,sad
849,10850,United Airlines,14-May-14,USA,1,Premium,4,YES,UA838 NRT-SFO Biz class. This is a long haul flight with amenity bag. Japanese food selection was Okay. Mid flight snack was placed quietly in a galley. Good thing was the arrival lounge at the SFO to freshen up and shower after landing. This lounge closed at noon and quite difficult to locate. It is on a lower level on the way to terminal 3 if you walk from the international terminal. Info desk did not know about the UA arrival lounge.,sad
850,10851,United Airlines,13-May-14,USA,7,Economy,1,YES,UA 837 NRT-BKK Biz. Sat on the upper deck to avoid the large Biz crowd. Flight was so packed. Hope UA consider to continue its operation to BKK again in the near future. Food was mediocre with beef steak. Japanese crews were polite and nice.,normal
851,10852,United Airlines,13-May-14,Canada,7,Economy,2,NO,March 12th 2014 flight UA200 was okay but we landed in Houston an hour late and were told our connecting flight UA5189 was cancelled. We were at Terminal B and at this point the service provided by United Airline Airport staff was very poor. Instead of providing us with a direct flight to Toronto we were put on 2 connecting flights these were delayed repeatedly until they were cancelled. We finally asked after waiting for 2 hours if there were any other flights to get home. We were put on an Air Canada flight to Toronto leaving at 2pm but told to go to terminal D to secure our seats and boarding passes but then were told to go to another Terminal and eventually found out this flight was leaving on March 13th a day later not 2pm on March 12th. Finally we went to counter 1 where a staff member helped fly us back to Toronto. We unfortunately had a 2nd overnight flight and although we left Honolulu on March 11th at 7pm we only landed into Toronto 6.45am Thur March 14th. The only saving grace was Air Canada offered free movies. We flew UA1715 and UA219 March 4 2014. Very long uncomfortable flight-no entertainment unless you paid. Very poor experience.,normal
852,10853,United Airlines,13-May-14,Switzerland,10,Business,1,YES,UA28 9/3/14. Noticed online that aircraft had been changed from 777 to a 767-400 which wasn't an issue as the 400s have AVOD entertainment similar to 777 and are far superior in comfort than the older 767-300. The service on this flight was good after the food service there was plenty of drinks runs and the cabin crew were happy to oblige when you went to galley for more. I only purchased one alcoholic drink on this flight as united charge $7 for a beer which in my view is a bit steep for a long haul flight but typical of an American carrier. Having flown with united before I knew what to expect and I wasn't disappointed and most importantly I got from a to b at a reasonable price.,happy
853,10854,United Airlines,13-May-14,USA,1,Business,3,NO,March 8th 2014 myself and 6 family members and friends were scheduled to fly at 3.15pm from Punta Cana to Newark. Of course the usual 45 minute delay in boarding was to be expected but by the time we got onto the tarmac and boarded the plane there was additional 2 hour delay. Finally by 9pm 6 hours after we were supposed to depart we were told the flight was canceled and would be rebooked the following day on flight 1762 at 2.20pm. Back through customs back to pickup up our luggage and then most of the passengers went onto a bus to a hotel to be returned the next day where the process was started again. 2 more hours to repeat check-in of luggage security and immigration. To add insult to injury United canceled another scheduled flight on Sunday and stranded 200 other customers so we could fly out. Boarding in the 90-degree heat they revealed to us that there were new mechanical problems with the replacement plane. They delivered us back to the terminal where we sat like cattle again without any information at all. This was by far the worst travel experience I have had in 40 years of traveling. United airlines gave only an empty apology by text message on our arrival in Newark referring us to a website to claim a minor token gift which could never compensate us for disastrously poor customer service. The 2 lost luggage bags that arrived 24 hours after we arrived in Punta Cana the week before seemed almost trivial in comparison. What a shame!,sad
854,10855,United Airlines,13-May-14,Canada,1,Economy,1,NO,YQB-ORD on 13 March. One reason for such low rankings is that I never actually ended up on a UA plane. Scheduled to fly out on the non-stop from Quebec City to O'Hare at 8am. The day before UA emails me that the flight is cancelled and they put me on a flight at 11.50am via EWR. Nope - not on United. Online showed the plane from EWR on-time into YQB but it never landed. Around 11.30 am the departure board shows a 3 hour delay for departure. There is not a single UA rep at the gate - and no one ever shows up to tell people what is going on. The pilots and flight attendant who are to work the trip to EWR didn't have any idea and were embarrassed that one heard it was a mechanical problem while the other heard it was weather. Every other airline into YQB was operating on-time or with 10-15 min delays due to snow in Quebec - all but United. I spent over an hour on the phone with my corporate travel trying to get on another flight - the first United agent wouldn't help my travel agent so she called back and got someone else willing to help. I ended up on Air Canada to YUL and then to ORD. Air Canada was fantastic! United - what is wrong with you? I never say never but unless it is mandated I fly on UA I won't do it. I was Platinum with them last year and Gold this year but I'll stick with American or Air Canada.,sad
855,10856,United Airlines,12-May-14,USA,3,Economy,1,NO,"UA5713 New York City NY - New York-LaGuardia (LGA) to Washington DC - Washington-Dulles (IAD) on 3/13/14. The new round of checks on size of carry on is being handled in a way that has convinced me that I should never fly United again. While my bag was not over the size the agents take joy in making you size it and have the ""got you"" attitude. I am convinced the lack of space in carry on bins will no longer be a problem because any business traveler or preferred customer will have enough sense to fly with another airline. It is amazing how far United will go to alienate it's good customers.",sad
856,10857,United Airlines,12-May-14,USA,8,Economy,1,YES,Birmingham (BHX) to West Palm Beach (PBI) via Newark (EWR) Business Class. Outbound 25 Feb Inbound 10/11 Mar. Reading some of the reviews about United it would seem to be an airline to avoid however as it flies from my local airport I am more than happy to fly with them. The flights listed above all departed on time or within 10 minutes of schedule all arrived early allowing for hassle free connections. The service by both check in staff and onboard staff was perfect a lot of passenger complaints for this airline relate to staff attitudes well the attitude question works both ways some passengers are downright rude to check in and cabin crew. I have one or two gripes about the flights I am amazed at what is allowed on board as hand luggage are these people so important that saving a few minutes by missing baggage reclaim is of paramount importance to them. The entertainment system was not fully functional on the international legs. All in all the whole experience was a pleasant one I would recommend this airline for people in the West Midlands flying to the US albeit travelling in Business makes a difference but the premium economy and economy cabin looked to be ok as well.,happy
857,10858,United Airlines,12-May-14,USA,8,Economy,5,NO,On return flight to Denver plane waits for 15 minutes at DIA as ground crew is on break and between shifts even though docking space is open and available for our plane. The one checked bag I had on a direct flight from Calgary did not make the plane even though I arrived for check in at Calgary in plenty of time. As this was a small United plane it was oversold. With so many carry ons checked in below I and multiple other passengers had their luggage shifted to another plane. After waiting at the baggage carousel for 30 plus minutes all 3 lost baggage claim stations at DIA were unattended on a Sunday afternoon for over 30 minutes. When staff finally sashayed out the baggage reps stood for several minutes behind their computers talking to no one. The last 6 United flights in the past year that I and my family have taken have all resulted in some form of delays lost luggage or rude staff. I did not receive my luggage until 50 hours after my flight landed.,happy
858,10859,United Airlines,12-May-14,USA,1,Business,1,YES,Flew SLC to ORD then ORD to DCA both flights were great. The crew on both were very friendly and professional. We arrived early on both flights. I was in economy plus so plenty of leg room. Direct tv was available on ORD to DCA leg. I have flown a few of the discount airlines lately and was reminded how nice it is to fly United. Great trip!,sad
859,10860,United Airlines,11-May-14,Germany,1,First Class,2,NO,Travelled to Mexico with a family of 5. United changed our flight to Mexico at the last minute causing our arrival to be over an hour later almost negating our travel to our resort. The morning of our return I received email confirmation indicating that our connecting flight from Newark to Syracuse was cancelled. During several hours of trying to reach them and receive a new flight to get home we were finally told that we would have to stay in Newark until the next available flight. Our flight from Cancun to Newark we wanted the inflight entertainment and wanted to pay for 3 screens. Between the armrest functions not working or the unit not recognizing cards we were only able to get one screen to work. My seat was actually broken and kept reclining back on its own. When we arrived in Newark on Wed March 12 2014 we were advised that we would be able to come to that airport to standby over the next few days in order to get one or two out at a time. We are a family of 5 with two daughters. We then were told that we could fly out on the 17th of March 5 nights later at our own expense. The cancellation 13 hours before was apparently for weather but when we landed the weather was a little bit of rain. We ended up renting a vehicle one way to Syracuse from National and a 4 hour drive later we were in Syracuse. I have flown United before without issue and were extremely disappointed with the airline on this trip. I will not be flying United next vacation that is for sure.,sad
860,10861,United Airlines,11-May-14,USA,6,Economy,4,YES,Flew VIE-FRA-IAD on 5 Jan 14 all economy. First leg was on LH1237 on a A321 second leg UA933 on a B777. Was prepared for a steerage experience on UA but felt the economy seat was surprisingly comfortable and the dinner ok as well. However there was a charge for wine/beer on this international flight of 9 hrs. I contrast this with the LH flight from VIE: complimentary sandwich and complementary wine/beer on a 90 min. flight! Try getting that on a US domestic flight!,normal
861,10862,United Airlines,9-May-14,Canada,1,Economy,1,NO,"I flew to Nashville via a connection in Houston. The first flight a 60 seater was overbooked by 7! The gate agent was totally overwhelmed. When I said I might ""volunteer"" to give up my seat she asked what the code for Nashville is. Agent came on and off the plane a dozen times before we finally left 15 minutes late. Return flight from Nashville to Houston was cancelled and the robot computer rebooked my for 5.40am the next morning. All flights on original travel date were overbooked. Got to Nashville Airport and half of UA's Expressjet flights were cancelled or delayed. Every gate had the wrong flight posted and they reshuffled right before departure. Aircraft taxied for 15 minutes then sat on the runway for 20 minutes. Not one word from the cockpit. Upon arrival in Houston we sat for 10 minutes until someone showed up to pull up the boarding bridge.",sad
862,10863,United Airlines,9-May-14,New Zealand,0,Economy,2,NO,We had a connecting flight from Chicago to Montreal at 7.30pm and boarding time was at 7.00pm. Got to the airport 2 hours before our flight and decided to get a bite to eat in the terminal but first we checked the screens and our flight was on time. Left the restaurant 30 mins before boarding when we go to the flight screens we had seen that it said cancelled we did not understand why? Told that the crew had not shown up and that there were no other flights available meaning we were stuck in Chicago until the next morning. 5am wake up to catch the new flight they had scheduled us on. Got to the agent at our gate and saw the agents panicking told it would take 30 minutes to get the problem sorted. To top it off my father booked a first class seat the plane did not have a first class so he asked for an exit row seat however they wanted to charge him almost 40$ when he had already had a first class seat to begin with.,sad
863,10864,United Airlines,8-May-14,Italy,8,Premium,3,NO,"Booked a flight in December 2013 for a trip to Palm Springs in March 2014 - at that time had seat assignment - little did I know that booking in advance does not guarantee you a seat on the flight - they over booked the flight and I was bumped off my 7 am flight and spent 15 hours in San Fran airport compliments of United Airlines. Waited all day to get on a standby flight (7 that went through that day all over booked) - would have been bumped from the 11 pm flight they rescheduled me on (after bumping me in the am) had I not checked to make sure I was ""guaranteed"" on the flight. Make sure that when you check in your ticket has a seat assignment - if it says ""see agent"" make sure you go early and hopefully get it taken care off - What a terrible disregard for peoples time from United. Feel bad for the ticket agents who I watched all day get yelled at by others who were bumped unwillingly!",happy
864,10865,United Airlines,7-May-14,Canada,2,Economy,2,NO,Possibly the worst airline to fly internationally. Such a shame compared to other European and Asian airlines. Traveled on the ORD-MUN. Flight was delayed due to leakage in cargo. Apparently they found it after every one boarded the plane. Planes are ageing. Entertainment system kept rebooting automatically. Each reboot taking 5 minutes. Service was pathetic. FA's never tried to help. Beverage rounds were few and in between. Overall has been a very bad experience whenever I have flown United. Avoid it like plague.,sad
865,10866,United Airlines,6-May-14,USA,1,Economy,2,NO,I am forced to fly by United Airlines from were I live because they are the only airline at my local airport. I haven't flown them on an international flight since the late 90's. It was a bad experience then my latest trip was even worse. If you're looking for bad seats bad meals people who hate their jobs then this is your airline. They charged me an extra fee of $100 (USD) for my extra check in bag. I had to pay high prices for any drinks with alcohol on an International flight. They flew us home (9 hour transpacific flight from Tokyo) with a fixed cabin TV screen. No power outlet for electronics and flight attendants that made you afraid to ask for a drink of water.,sad
866,10867,United Airlines,5-May-14,Belgium,8,Economy,3,NO,I had the worst experience with this airline. I frequently fly between Hartford and Columbus. All flights out of Columbus and Hartford have a very poor on-time percentage around 40%. My return flight had been boarded with a broken air plane which led to everyone de-boarding and boarding a second plane. In return many people on the plane missed their connecting flights from the delay and had to be rebooked and stay at a hotel overnight including myself. My morning flight the next day had a delay that cost be a full business day at work. This is just one of many times I have had trouble with this airline I will not be flying again.,happy
867,10868,United Airlines,5-May-14,UK,7,Economy,1,NO,Returning to Michigan from Waikiki we got to Chicago where we found out that the plane to Detroit was cancelled. When we went to the service desk they acted like they did not care told that we could be put on stand by until the next open flight in 3 days had a seat. Their customer service was rude and uncaring. Luckily our travel agent called American Airlines and got us a flight in one hour.,normal
868,10869,United Airlines,4-May-14,USA,1,Economy,3,NO,Flew United SYD-SFO in Economy Plus. Paid $200 for exit row seat so unlimited legroom. Staff business like but not rude. Soft drinks offered soon after takeoff. Dinner was basic but that was actually welcome - steamed chicken 4 slightly shrivelled chips veg tiny Apple pie drinks offered again. Water was offered twice during overnight and a midnight ham roll and Tim Tam for those awake. Breakfast was omelette and barely recognisable sausage. IFE was shared screens but I used iPad. Overall not as unpleasant as I had feared.,sad
869,10870,United Airlines,4-May-14,Canada,10,Economy,2,NO,Flight from Midland to Salt Lake City was great. Both planes were small but that was fine. The crew were great and the reason I purchased the tickets was because it was the fastest flight. The layover was short and it was easy to find my next gate. We left and arrived on time. On my way back however totally different! I had a 6.20 flight and arrived at the airport at 4.30. The line for United Airlines was so long it extended the length of the terminal and out of the door. I stood in line for 1 hour and 20 minutes! No information given and the line did not move very quickly at all. Finally at 6 am a woman working for United started walking down the line asking if anyone was going on the 6.20 flight to IAH. Over 30 people left the line to stand in yet another line for an additional 10 minutes. No explanation was offered no apologies given. We were rushed through first class passenger line of security and I boarded the plane at 6:15 am. The plane was half full because everyone was still waiting in line. Our flight left at 6.45 because we had to wait on all the other passengers. The pilot did his best to make up time in the air and I made in time to make my connecting flight. I still have no idea what happened in SLC it seemed to me like a lot of laziness and poor customer service.,happy
870,10871,United Airlines,2-May-14,Germany,1,Economy,2,YES,Flew Dublin - Newark - Washington Dulles on 6th March on a B757 and then a D8. The cross Atlantic flight was fine on time reasonable seat good choice of movies etc. but the food was very poor - potatoes hard as was the bread no choice - it was meat or meat. On the hop from Newark to Dulles I was surprised how noisy it was though I was close to the engines. United seem to call people forward now by group number as printed on there boarding pass as opposed to seat number blocks. Not sure it helps and fail to see the logic of filling from the front back - getting the people at the back in first means less blocked aisles.,sad
871,10872,United Airlines,2-May-14,Canada,5,Economy,1,NO,It has taken me in excess of an hour to resolve what should be a simple matter on the phone with their customer service flights are always late (which I understand is not always the airline's fault but most of my late flights result from insufficient crew which they can do something about). The coach cabin is a mess and even first class which I usually take is sub par. Last time I flew first class they gave me a hard time when I asked for milk for my toddler children! Not to mention that they ran out of food. I already had low expectations for them but I did not expect to bring my own food to first class. Avoid at all costs.,normal
872,10873,United Airlines,2-May-14,USA,1,Economy,1,NO,NRT-BKK. Uneventful trip on a route about to be abandoned by United. Surprising considering the 747 was packed to the brim. Boarding was chaotic and those of us in business class had no idea where to line up to board. Nice hard product but uninspiring service and meal. Overworked flight attendant working business class in the dome got the job done though. Pilot had Channel 9 (air traffic control) activated which is one of the nice features that only United can claim. The RCC lounge at NRT has much to be desired - hands down had the worst cappuccino in my life there.,sad
873,10874,United Airlines,2-May-14,USA,10,Premium,2,NO,"Flew from Newark to Denver where United decided without any form of communication to hold 2 of our bags to arrive with the next flight to Denver 3 hours later. After arriving in Denver we waited at the baggage carousel for nearly an hour until we were fully convinced 2 of our bags did not make the flight. Throughout the night we tried calling different customer service numbers of United and could not get a straightforward answer. 20 hours later our bags reached us. On our flight back from Denver to Newark the entire flight was boarded seat belts fastened welcomed by the pilot until another announcement from the pilot came on and I quote ""there is a small problem. Should be a quick fix that will take best case 30 minutes"". 10 minutes later we are told to deboard the plane because this ""quick fix problem"" has caused the plane to be completely out of service. As we all deboard our entire flight is told to go to one customer service desk with 4 representatives. Nearly an hour later we finally get up to the representatives and all I hear is a potential flight to Houston reboard the out-of-commission plane at 3.30 or wait until tomorrow. Save yourselves the trouble and aggravation and never fly United Airlines!",happy
874,10875,United Airlines,2-May-14,USA,1,Premium,1,YES,LAX-JFK and return. Never flew United previously so after reading many reviews had lowered my expectations. I thought it was pretty good. I paid extra for more legroom which was well worth the money. Cabin crew came through the cabin regularly offering water or juice on the JFK-LAX leg in particular. The seats are more comfortable than Qantas economy and likewise the entertainment was a bit better also. My biggest complaint is the amount of luggage/baggage United allow passengers to drag onto the plane. If you are Group 5 (aisle seats) and the last to board all the bins are full of people's stuff from seats away! Even a pre-boarding offer to check wheelie bags for free due to a full flight was met with disinterest. It really is one area needing tightening up.,sad
875,10876,United Airlines,1-May-14,USA,2,Economy,1,NO,Traveling out of New Orleans Louis Armstrong airport for business around 2 pm on 3/5/14. Baggage check was totally disorganized. I was directed to a kiosk by one of the agents then waited 15 minutes after I had checked the bag electronically for someone to come and tag it. When an agent showed up to tag the bag they were clearly not in a hurry. Then my flight was delayed. Maybe there's no rush at check in because United flights are late so often.,sad
876,10877,United Airlines,1-May-14,Netherlands,5,Economy,4,NO,Washington to San Diego and San Francisco to Washington. Old planes not enough overhead storage for the amount of cabin luggage they allow people to lug in. One stewardess had a shouting discussion about the oncoming superbowl from the front of the plane to row 39. No free food on a 5 hour flight no drinks except water and fruit juices of doubtful quality. Online entertainment is a joke! Never again!,normal
877,10878,United Airlines,30-Apr-14,Israel,8,Business,3,YES,Flew UAL 218 first class from HNL-ORD then connected to UAL express ORD-YWG. Service better than expected. 777-200 had recliner seats with no flatbeds for an 8 hour flight. No inflight entertainment as WiFI was not working and the old school entertainment system had already been removed. In-Charge offered all passengers compensation through UA Website. Offer on the web site was $125 off the next UA Flight for US residents or 10% off next UA flight to be used within 1 year for international travellers. Dinner and breakfast were served. Quality of both meals were OK and reminded me of Y class meals from days gone by. Ice cream sundae cart made the rounds after dinner. First Class Attendants ensured beverages were topped up and one FA even made sure water glasses were topped up while passengers slept. Difficult to find a comfortable position to sleep in recliner chairs. However the ticket price was reasonable for the passenger space offered on the aircraft. For an 8 hour overnight flight First class should offer flatbeds IMHO. UAL Express connector flight ORD-YWG ran 1 hour late due to off loading of baggage when connecting passengers failed to show. Almost an expected delay on any airline these days.,happy
878,10879,United Airlines,29-Apr-14,Canada,10,Business,1,YES,"LHR-IAH-GUA. Prebooked upgrade 3 wks before travel. Check in easy with assistance from staff. Flight left on time and arrived on time in Houston. Flight attendants were friendly and the food was pretty average. You pay for your own alcohol which I don't have a problem with but theirs is expensive. Entertainment selection ok. Prem econ seats offer nothing more than extra legroom about 4"" but was worth it on long haul. Nothing to complain about there and using Houston for transit we were impressed with the speedy immigration channels which took much of the hassle out of using the States. IAH-GUA also on time and again a typical short flight with nothing special but nothing to complain about.",happy
879,10880,United Airlines,29-Apr-14,USA,1,Premium,1,NO,I used to like flying United but the last couple of trips have really make me think about other airlines. I had to fly to Honolulu in January to take care of my mom for 2 weeks. They canceled my departing flight. My flight from Houston was delayed 2 hours and there was no personal TV on the flight. Flying home it was the same. I had to return to Honolulu in Feb. The flight to and from had no personal TV. I am not a savy personal and do not have I- pads or any personal electronics (and there were many other people like me on the plane) so using Wi-Fi did us no good. Sitting on the plan for 8 hrs plus with no entertainment really did not go over well.,sad
880,10881,United Airlines,29-Apr-14,UK,3,First Class,1,NO,May 27 through June 10 2014. The customer service for this airline really needs to be greatly improved. I book my flights in advance so I can have what I want and schedule what I am doing when I get there. So to have my flights canceled and rebooked for a flight that doesn't even come close to when my connecting flight leaves the airport is a bit stupid. Now I have to have a longer flight just to get where I want to go by flying in the opposite direction of where I want to go. To top it all off I wasn't even notified of the change. Now I have to change my plans so I can accommodate the airlines wishes. Next time I think I will book with another company that I have had no problems with.,sad
881,10882,United Airlines,28-Apr-14,USA,1,Economy,1,YES,LAS-LAX-RNO. One way trip at the last moment due to family matters. Had enough miles in the bank to make this work. The schedule was perfect albeit a change of planes in LAX but only a short layover. Took off from Vegas a few minutes late. A short flight from LAS to LAX and the flight attendants passed by twice with beverage service. The plane was comfortable the flight good and we were in LAX before I knew it. Connecting flight from LAX to RNO was fine. Another short jaunt and again the attendants made two beverage stops. I brought my own food on to the plane so I was good. I know problems can arise that are out of our control but maybe I am one of the lucky one's. United has always done right by me. I know if I board a plane with a smile and say hello I will get that right back. I don't always expect the flight crew to be lavishing over me in economy by any means. A smile on either end goes a long ways. I have done many short and long hauls with United over the years and only once did I have an issue. United has treated me well and has my business.,sad
882,10883,United Airlines,28-Apr-14,Canada,1,Economy,1,NO,I've been a United 1K member for 2 years 7 year Platinum member on Continental prior to the merger of the two airlines. I fly over 100k miles a year on business and used to enjoy flying however over the past 3 years United has been a nightmare to fly and do business with! Loyalty means nothing customer service is non-existent and upgrades uncommon. Schedules are terrible with multiple connections expensive tickets and they're flying more and more excruciatingly uncomfortable regional planes! Been flying a different airline starting this year since they offered elite status for flying a few thousand miles during a certain timeline so far so good!,sad
883,10884,United Airlines,28-Apr-14,Australia,9,Economy,4,NO,"Hong Kong to Newark on March 1. Flight crew was tired and cranky with bad attitudes across the board. One in- flight announcement was literally a snide ""buckle your seat belt it's bumpy"". Where other airlines turn a galley into a quasi-lounge area during such a long flight (15 hours) we were told there was to be no loitering around the galley or toilet areas. I will avoid this airline as much as possible in future. The only positives were the entertainment system and that the flight was on time.",happy
884,10885,United Airlines,26-Apr-14,USA,1,Economy,1,NO,My wife and a friend were flying to San Francisco last night and their flight was delayed from 8pm to 9.30pm. When they were finally on board they found that no meals of any kind were available on the 5 hour flight to the destination. My wife was only able to get two small glasses of water and a glass of tomato juice. If this is a sample of the way that United Airlines treats it's passengers these days we won't be booking any travel with them in the future.,sad
885,10886,United Airlines,25-Apr-14,Belgium,1,Economy,3,NO,United cancelled our flight to Florida about 16 hours prior to our trip. You would think that with 16 hours to work with they could find a way to get a plane to the city I live in. Our travel agent had to scramble to make alternate arrangements with another airline. Now we are going to have to spend over twelve hours travelling and stop at one more airport. I am very angry with United's lack of compassion with our dilemma and diligence at arranging alternate flights to get us to our destination. I will never book with United Airlines again!,sad
886,10887,United Airlines,24-Apr-14,USA,9,Economy,1,NO,EWR to AUA round trip business class. The flights were the flights from hell. The crew was unpleasant. The plane was very old and should have been retired long ago. The food if you want to call it that was awful to say the least. I'm easy going and I couldn't find anything positive to say. Save your money and never go UA business class.,happy
887,10888,United Airlines,24-Apr-14,USA,3,Premium,1,NO,Traveled to Denver from Rochester NY on United twice in the past month. Every plane had a mechanical problem resulting in having to re-book multiple flights because of missed connections. In January I sat on the Tarmac for 3 hours in Rochester because someone had forgotten to drain the water out and it took that long to de-ice. On my return flight from Denver I had to be re-booked 3 times due to mechanical issues and sat in the airport for 8 hours. The only reason I finally got out was because a connecting flight from Idaho landed too late and they refused to hold the plane. In my most recent flight out of Rochester in February the altimeter was broken and we waited 6 hours for parts to be flown in from Atlanta. Oh and - I had paid extra for aisle seats in Economy Plus and ended up in the middle seat in the back of the plane. Now I have to contact Customer Service as no one in the Service Center in the Denver Airport is authorized to do so. I am dreading the return flight home. I will be flying on other carriers from now on.,sad
888,10889,United Airlines,24-Apr-14,Canada,6,Premium,1,NO,"Just arrived at my hotel after a horrendous 24-hour trip from Montreal to Honolulu. The missed connection and re- routing through LAX was bad enough but I guess winter weather is a reality. What is not acceptable is this new DirecTV-United deal for in-flight ""entertainment"". Now in addition to having to pay extra for a poor sandwich wrap they've got the gall to make you cough up extra to watch a movie. I object to paying for what is standard on other airlines. They take your money $1000-2000 and then expect you to pay for a movie - or even a flight map. Of course they'll say it's only $6-8 for DirecTV and provides access to many TV channels as well.",normal
889,10890,United Airlines,23-Apr-14,UK,5,Economy,2,YES,EWR-ZRH onboard 767-400. Rolled away from gate right on time landed in Zurich one hour early. 2-1-2 business class configuration great if traveling alone. Had center single seat which was comfortable and private. Classic movies on IFE was wonderful. Food was decent. Service was efficient but indifferent. Definitely no smiles.,normal
890,10891,United Airlines,23-Apr-14,USA,1,Economy,1,NO,My wife and 22 month old son are about to board a 14 hour flight. United is only offering one meal service over that 14 hour period and they won't give any food to my son because he's on his mothers lap and doesn't have his own individual ticket. Some milk maybe some yoghurt a ham sandwich costs them what maybe $2? It's apparent that that extra $2 is worth more than the comfort of their lowly economy customers. Flying isn't what it used to be.,sad
891,10892,United Airlines,23-Apr-14,USA,1,Economy,4,NO,"Terrible service unless you are some sort of elite status traveler. This airline wouldn't let me pick my seats during on-line check in. Assigned me and my 9 year old son Exit row seats because the flight was completely oversold. When I advised gate attendant that a 9 year old would be in the exit row they stated that I ""shouldn't have agreed to the terms and conditions of those seats"". Told to leave my boarding passes and they would fix it. After 40 minutes everyone else gets on plane I go up to find out what's going on and I'm then given back my original boarding passes and told to get on the plane and they would fix it there. Onboard told to see the 2nd attendant. The 2nd attendant tells me I can't sit in the exit row with a child. An attendant moved 2 people out of their seats into the exit row and then snidely says to me ""See. that wasn't so bad was it?"". I've taken 4 United round trips in the last 5 years and pretty much determined that this kind of attitude is common.",sad
892,10893,United Airlines,22-Apr-14,USA,2,Economy,4,YES,LHR-ORD on 25 Feb. Flight departed on time and arrived 40 min early. 2 of 3 FA's good with prompt service. Third was trying but seemed befuddled at multi-tasking thus often a step or two behind. Nice touch that rather than leave the mid flight option at the galley they did a more formalized service. Food on primary meal was so-so for example my tilapia and shrimp had no tilapia. The per-arrival burrito was actually quite good. Seats were comfortable though a bit narrow and limited space to neighbor.,sad
893,10894,United Airlines,22-Apr-14,USA,1,Economy,1,NO,"EWR (NJ) direct to POS (Trinidad). The United Club was unfortunate and so was the outdated 737-800 (UA1505) that took us to our Christmas vacation. Save your money folks and fly coach. This class of service is not worth the extra cost. I would say the worst part about flying United is the unenthusiastic and unhelpful service. No big surprise to anyone who flies United regularly. I also bought the Premier Accelerator and Reward Accelerator erroneously thinking that I would maintain my Status Match level with this flight. The ""fine print"" here is that the Accelerator is not permitted in achieving status if you're doing a Match but their web site will continually advertise it to you like it is. You will also be allowed to buy this product which I now have deep regret doing.",sad
